BARCODE;NAMEKH;NAMEEN;NOTE;COST;VENDORID
8850029031385;ឡេលាបជំនួយស្បែក ក្លិនផ្កាសាគូរ៉ា;Sakura Flower Scented Lotion;525 ml;4.3733;16
8850029031422;ឡេលាបជំនួយស្បែក ក្លិនក្រូចលឿង;Orange-yellow skin care lotion;525 ml;4.3733;16
8850029031408;ឡេលាបជំនួយស្បែក ក្លិនផ្កាកូលាប;Rose skin care lotion;525 ml;4.3733;16
8850029022833;ឡេលាបស្បែក NIVEA ធ្វើអោយមានសំណើម;NIVEA Hydra-Soothing fluid;600 ml;3.04;16
8851932386487;សេរ៉ូមលាបក្លៀកស្ងួត;VASELINE dry serum;48h;;
8851932424868;សេរ៉ូមលាបក្លៀកស្ងួត;VASELINE dry serum;50 ml;2.29;16
8851932386463;សេរ៉ូមលាបក្លៀកស្ងួត;VASELINE dry serum;50 ml;2.29;16
8858870255196;ច្រាស់ដុសកំប៉ុង ទឹកដោះគោកូនក្មេង;Baby Milk Can Brush;no.519;0.6233;16
40700399011984;ខ្មៅដៃគូសចិញ្ចើម;Ashle eye area pencil brown;N/A;0.2067;16
6935399812764;ខ្មៅដៃគូររោមចិញ្ចើម;MADINI eye brow pencil;N/A;0.2067;16
42300198851984;ខ្មៅដៃគូររោមចិញ្ចើម;MADINI eye brow pencil;10 pcs;1.4;17
6971682512119;ខ្មៅដៃគូររោមចិញ្ចើម;MADINI eye brow pencil;1 g x 12;2.8333;17
6922866080214;ខ្មៅដៃគូររោមចិញ្ចើម;MADINI eye brow pencil;21 Colors;1.8333;17
8859084702216;ខ្មៅដៃគូររោមចិញ្ចើម;MADINI eye brow pencil;1 កេះ x 6 ឡូ;1.5;17
6958065527229;ម្សៅផាត់មុខ;BB powder cake anjilian;18 g;1.3333;17
6971836879136;ម្សៅផាត់មុខ;BB powder cake anjilian;N/A;1.5;17
8851369130226;ម្សៅផាត់មុខ;BB powder cake anjilian;N/A;0.75;17
6933495860740;គូល័រផាត់មុខ រោមភ្នែក & ចិញ្ចើម;Eyelash & Eyebrow Color;56 g;1.8333;17
6971903870813;គូល័រផាត់មុខ រោមភ្នែក & ចិញ្ចើម;Eyelash & Eyebrow Color;N/A;1.8333;17
40700399991984;ជក់ផាត់មុខម៉ាស្សាបាន;MAKEUP BRUSH;N/A;0.75;17
40100999991984;កន្សែងសំងួតសក់;JUFY PRIME;N/A;1.4167;17
6947790765662;ម៉ាស់ទឹកបកមុនខ្មៅកប់;Black mask deep cleaning;60 g;0.6667;17
8851427010224;ម៉ាស់ទឹកបកមុនខ្មៅកប់;Black mask deep cleaning;1000 g;2.6667;17
8851427010217;សាប៊ូទឹកដុសខ្លួន;Deya Shower Gel;1000 g;2.6667;17
8851427015939;សាប៊ូទឹកដុសខ្លួន;Deya Shower Gel;1000 g;2.6667;17
6957907630714;សាប៊ូទឹកដុសខ្លួន;Deya Shower Gel;1 ប្រអប់ធំ  មាន 10 បន្ទះ;1.1667;17
6957907630707;សាប៊ូទឹកដុសខ្លួន;Deya Shower Gel;1 ប្រអប់ធំ  មាន 10 បន្ទះ;1.1667;17
8858994441956;គូល័រផាត់មុខ;Sivanna Colors moon;2g x 10 point;2.8333;17
8858910625804;គូល័រផាត់មុខ;ODBO three lively blushes;no.OD131:03  9 g;2.3333;17
8858910625798;គូល័រផាត់មុខ;ODBO three lively blushes;no.OD131:02  9 g;2.3333;17
8858910625941;គូល័រផាត់មុខ;ODBO three lively blushes;no.OD131:04  9 g;2.3333;17
8858910625781;គូល័រផាត់មុខ;ODBO three lively blushes;no.OD131:01  9 g;2.3333;17
6933495882964;គូល័រផាត់មុខ រោមភ្នែក & ចិញ្ចើ​ម;Eyelash & Eyebrow Color;33 g;1.8333;17
6972284145903;ម្សៅផាត់ជើងសក់;MAYCREATE hairline;4.2 g;2;17
8858816808899;គូសចិញ្ចើម;Mascara TANAKO;N/A;1;17
6970100672954;ឈុតម៉ាស្ការ៉ា;XIXI Beauty mascara;N/A;4.3333;17
6958065519071;ម៉ាស្ការ៉ារោមភ្នែក;4 D mascara;N/A;1;17
40600599981984;ម៉ាស្ការ៉ារោមភ្នែក;4 D mascara;N/A;1.5833;17
6928075667994;ទឹកអប់សំរាប់ស្ត្រី;24K Pink Pure women;100 ml;3.25;17
6972729176493;ម៉ាស់បកមុនច្រមុះ;BLACKHEAD nose mask;N/A;0.28;17
8992304033858;ហ្វូមលាងមុខ;Garnier foam;100 ml;2.375;18
8991380700029;ហ្វូមលាងមុខ;Garnier foam;100 ml;2.375;18
8992304031281;សាប៊ូកក់ការពារសក់ជ្រុះ;L'OREAL shampoo;450 ml;3;18
8992304024368;សាប៊ូកក់ព្យាបាលសក់ខូច;L'Oreal elseve shampoo;450 ml;3;18
8851932283953;ឡេលាបជំនួយស្បែកស ការពារកំដៅថ្ងៃ;Vaseline;600 ml;4.1666;18
8851932391252;ឡេលាបធ្វើអោយស្បែកស;Citra Sakura;590 ml;3.4583;18
8851932221207;ឡេលាបដៃនិងដងខ្លួន ជំនួយស្បែកសមានសំណើម;Moisturizing hands and body lotion;600 ml;3.4583;18
8850006602744;សាប៊ូទឹកដុសខ្លួន;Protex Icy Cool;450 ml;2.5833;18
8850006602768;សាប៊ូទឹកដុសខ្លួនក្លិនទឹកឃ្មុំ;Protex Propolis;450 ml;2.5833;18
8850006604403;សាប៊ូទឹកដុសខ្លួន;Protex shower cream;450 ml;2.5833;18
8850006603529;សាប៊ូទឹកដុសខ្លួន;Protex shower cream;450 ml;2.5833;18
8851932332347;សាប៊ូទឹកដុសខ្លួនក្លិនក្រអូប;Lux body wash;500 ml;2.375;18
8851932350648;សាប៊ូទឹកដុសខ្លួន;Lux body wash;500 ml;2.375;18
8851932368582;សាប៊ូទឹកដុសខ្លួនក្លិនសាគូរ៉ា  ;Lux body wash;500 ml;2.375;18
8851932332262;សាប៊ូទឹកដុសខ្លួន;Lux body wash;500 ml;2.375;18
8851123742450;សាប៊ូបោកសម្លៀកបំពាក់  កូនក្មេង;BABI MIND liquid fabric  wash organic 0+ years 2in1;3000ml;6.25;19
8851123742436;សាប៊ូបោកសម្លៀកបំពាក់  កូនក្មេង;BABI MIND liquid fabric  wash organic 0+ years;3000ml;6.25;19
8851123347747;សាប៊ូទឹកបោកសម្លៀកបំពាក់;Babi Mild baby fabric wash;3000ml;6.25;19
8851932391559;សាប៊ូកក់សក់កំចាត់អង្កែរ;Clear shampoo (anti-dandruff  complete soft care);480ml;2.4875;19
8851932427616;សាប៊ូកក់សក់ការពារអង្កែរ;CLEAR scalp care shampoo  (anti-dandruff);480ml;2.4875;19
8851932391542;សាប៊ូកក់សក់;Clear Shampoo   Ice Cool Menthol;480ml;2.4875;19
8851932391627;សាប៊ូកក់សក់បុរសជំនួយ  ស្បែកក្បាលត្រជាក់;CLEAR men shampoo  (anti-dandruff cool sport  menthol);450ml;2.5666;19
8850360091048;ថ្នាំបាញ់មូស;SHIELDTOX kills   mosquitoes spray;800ml;1.7916;19
8850002010772;សាប៊ូលាងចាន;Lipon Dishwashing 3.6L;3.6L;3.75;19
8850002010130;សាប៊ូលាងចាន;Lipon Dishwashing 800ml;800ml;0.9944;19
8850002010116;សាប៊ូលាងចាន;LION concentrated  diswashing liquid 150ml;150ml;0.45;19
8850002010710;សាប៊ូទឹកលាងចាន;Pro Dishwashing 3800ml;3800ml;2.8375;19
8851989030609;ទឹកក្រអូប;Fineline Fabric  Softener Violet 3500ml;3500ml;2.825;19
8851989030777;ទឹកក្រអូប;Fineline Fabric Softener;3500ml;2.825;19
8851989030326;ទឹកក្រអូប;Fineline Fabric Softener;3500ml;2.825;19
8851932070829;ម្សៅសាប៊ូបោកសម្លៀកបំពាក់;Breeze Mastic Detergent;;;
8850002017191;សាប៊ូម្សៅក្លិនផ្កា;PAO hand&machine wash;1800 g;2.6666;20
8850002016279;សាប៊ូម្សៅក្លិនក្រអូប; PAO hand&machine wash;1800 g;2.6666;20
8850002016286;ម្សៅសាប៊ូបោកសំលៀកបំពាក់; PAO powder detergent  standard formula;1800 g;2.6666;20
8851818208995;ម្សៅសាប៊ូបោកសំលៀកបំពាក់;Attack Easy powder  detergent sexy sweet formula;2700 g;4;20
8851818209039;ម្សៅសាប៊ូបោកសំលៀកបំពាក់;Attack Easy powder detergent;2700 g;4;20
8851818089471;ម្សៅសាប៊ូបោកសំលៀកបំពាក់;Attack Easy powder detergent;2700 g;4;20
8858994400182;ទឹកលាងផ្ទៃមុខ ក្រោយផាត់មុខ;Facial cleanser after makeup;180 ml;1.8333;21
8992304016707;គូល័រផាត់ថ្ពាល់ MAYBELLINE;MAYBELLINE Cheek Color;SPF32 #02;4.5;21
8992304016646;គូល័រផាត់ថ្ពាល់ MAYBELLINE;MAYBELLINE Cheek Color;SPF32 #01;4.5;21
8851932314206;សេរ៉ូមលាបជំនួយ ស្បែកការពារកំដៅថ្ងៃ;Sun protection skin serum;320 ml;4.5833;21
8851932388115;ឡេការពារកម្តៅថ្ងៃ;Sunscreen VASELINE;320 ml;4.5833;21
8852525369047; ថ្នាំដុសធ្មេញជំនួយ ធ្មេញសស្អាត ISME;ISME Toothpaste;100 g;1.9583;21
8850360025067;សាប៊ូលាងដៃ;DETTOL handwash;225 ml;1.9166;21
8850360031044;ទឹកលាងដៃ;DETTOL handwash;250​ ml;2.875;21
8850360031051;ទឹកលាងដៃ;DETTOL handwash;250 ml;2.875;21
8858994441741;គូល័រផាត់ថ្ពាល់;Sivanna color makeup;#04;1.9166;21
8858910624081;គូល័រផាត់ត្របកភ្នែក;ODBO eyeshadow;#01;1.9167;21
8858910624098;គូល័រផាត់ត្របកភ្នែក;ODBO eyeshadow;#02;1.9166;21
8858910624111;គូល័រផាត់ត្របកភ្នែក;ODBO eyeshadow;#04;1.9166;21
8858910624104;គូល័រផាត់ត្របកភ្នែក;ODBO eyeshadow;#03;1.9166;21
8858994453164;គូល័រផាត់ថ្ពាល់;Sivanna color makeup;#04;2.4166;21
8858994453157;គូល័រផាត់ថ្ពាល់;Sivanna color makeup;#03;2.4166;21
TF2581;កាហ្វេយិនស៊ិនកញ្ចប់ធំ;ZULIAN coffee;1680 g;29.5;21
8850002015203;ថ្នាំដុសធ្មេញកូនក្មេង រសជាតិស្ត្រប័ររី;Strawberry flavored baby toothpaste;40 g;0.6667;21
8850002008670;ថ្នាំដុសធ្មេញកូនក្មេង រសជាតិស្ត្រប័ររី;Strawberry flavored baby toothpaste;40 g;0.6667;21
8850002008663;ថ្នាំដុសធ្មេញសម្រាប់ក្មេង;Kodomo Toothpaste;N/A;0.6667;21
8850002015227;ថ្នាំដុសធ្មេញក្លិនក្រូច សម្រាប់ក្មេង ;Orange toothpaste for kids Kodomo;N/A;0.6667;21
8850002015241;ថ្នាំដុសធ្មេញសម្រាប់ក្មេង;Kodomo Toothpaste;40 g;0.6667;21
8852027424039;ច្រាស់ដុសធ្មេញ;Toothbrush FLUOCARIL;N/A;1.0833;21
9556006014547;សាប៊ូកក់សក់កូនក្មេង;Baby Shampoo JOHNSON's;100 ml;1.3333;21
9556006060308;សាប៊ូទឹកដុសខ្លួន កូនក្មេងផ្តល់សំណើម;Baby Moisturizing Shampoo;100 ml;1.2917;21
9556006012086;សាប៊ូទឹកដុសខ្លួន កូនក្មេងផ្តល់សំណើម;Baby Moisturizing Shampoo;100 ml;1.2917;21
8850360032119;សាប៊ូដុសខ្លួនក្លិនប្រទាល;Dettol shower gel;500 ml;2.8333;21
8850360025838;សាប៊ូទឹកដុសខ្លួន ក្លិនផ្កាសាគូរ៉ា;Sakura Flower Body Soap;500 ml;2.8333;21
8850360032133;សាប៊ូទឹកដុសខ្លួនក្លិនក្រអូប;Dettol shower gel;500 ml;2.8333;21
8850360034700;សាប៊ូទឹកដុសខ្លួនកំចាត់ បាក់តេរី;Anti-bacterial body wash DETTOL;500 ml;2.8333;21
8850360031846;សាប៊ូដុំដុសខ្លួនក្លិនក្រូច;Dettol shower soap;125 g;1.2917;21
8850007040378;សាប៊ូកក់សក់កូនក្មេង;JOHNSON's kid shampoo;500 ml;4;21
8850007090281;សាប៊ូទឹកដុសខ្លួន កូនក្មេងផ្តល់សំណើម;Baby Moisturizing Shampoo;500 ml;3.8;21
8850007040354;សាប៊ូកក់សក់កូនក្មេង;JOHNSON's kids;200 ml;1.8333;21
4902430848787;សាប៊ូទឹកដុសខ្លួន;Olay body wash;200 ml;1.4583;21
4902430848718;សាប៊ូទឹកដុសខ្លួន;Olay body wash;200 ml;1.4583;21
4902430848701;សាប៊ូទឹកដុសខ្លួន;Olay body wash;200 ml;1.4583;21
8857098000298;ថ្នាំដុសធ្មេញ;PRIM PERFECT;25 g;1;21
8851932423359;សាប៊ូកក់សក់កំចាត់អង្កែរ;CLEAR shampoo;480 ml;3;21
8850195710015;ម្សៅហុយលាបខ្លួន;Body Lotion TABU;200 g;3.2917;21
40700299051984;ថ្នាំលាបក្រចក;ARMY nail polish;15 ml;0.3833;21
4902430538633;សាប៊ូកក់សក់;PANTENE shampoo;410 ml;2.4583;21
4902430884945;សាប៊ូកក់ជំនួយសក់;PANTENE shampoo;410 ml;2.4583;21
4902430412964;សាប៊ូកក់ការពារសក់ខូច;Shampoo to protect damaged hair;410 ml;2.4583;21
4902430412988;សាប៊ូកក់ការពារសក់ជ្រុះ;Hair Loss PANTENE;410 ml;2.4583;21
4902430500418;សាប៊ូកក់សក់ជួយថែរក្សា ពណ៌សក់បានយូរ;Shampoo helps maintain long-lasting hair color;410 ml;2.4583;21
4902430885065;សាប៊ូអប់ជំនួយសក់ត្រង់;PANTENE conditioner;410 ml;2.4583;21
4902430541695;សាប៊ូអប់សក់មានសំណើម;PANTENE conditioner;410 ml;2.4583;21
4902430413039;សាប៊ូអប់សក់ថែរក្សា សក់អោយភ្លឺរលោង;Hair Shampoo to keep hair shiny;410 ml;2.4583;21
4902430500487;សាប៊ូអប់សក់ជួយរក្សា សក់ពណ៌បានយូរ;Hair shampoo helps keep hair colored longer;410 ml;2.4583;21
4902430413046;សាប៊ូអប់ការពារសក់ជ្រុះ;PANTENE coditioner;410 ml;2.4583;21
4902430413091;សាប៊ូអប់ការពារសក់ខូច;PANTENE conditioner;410 ml;2.4583;21
8850006331811;ច្រាស់ដុសធ្មេញកូនក្មេង;Colgate toothbrush;5-9 years;0.5416;21
8850006320662;ថ្នាំដុសជំនួយធ្មេញអោយស;Colgate toothpaste;145 g;1.3333;21
8850006327647;ថ្នាំដុសធ្មេញខូលហ្គេត;Colgate toothpaste;110 g;3.5;21
7891024123973;ថ្នាំដុសធ្មេញ;Colgate toothpaste sensitive;110 g;3.5;21
8850006326015;ថ្នាំដុសធ្មេញជាតិអំបិល;Colgate toothpaste;150 g;2.4166;21
8850006341537;ថ្នាំដុសធ្មេញជាតិធ្យូងអំបិល;Colgate toothpaste ;150 g;2.4166;21
8850006324783;ថ្នាំដុសធ្មេញក្លិនប្រហើរ ជាតិអំបិល;​Salt toothpaste Colgate;150 g;2.4166;21
8850006322499;ថ្នាំដុសធ្មេញជាតិអំបិល;Colgate toothpaste;150 g  2 tubes;2.4166;21
